image/jpeg,5772
image/png,2654
image/gif,1619
application/x-javascript,1172
text/javascript,1133
text/html,924
text/css,755
application/javascript,596
application/x-shockwave-flash,252
font/woff,236
,187
text/plain,173
application/json,121
application/x-unknown-content-type,116
application/octet-stream,98
image/svg+xml,86
text/xml,70
text/x-cross-domain-policy,40
application/xml,34
image/jpg,31
application/font-woff,21
application/x-font-woff,17
text/x-json,15
application/x-amf,13
binary/octet-stream,11
application/x-download,9
video/abst,7
application/x-font-ttf,6
video/x-flv,6
application/unknown,5
image/x-png,4
font/x-woff,4
video/webm,4
application/x-woff,4
application/js,3
application/x-www-form-urlencoded,2
audio/ogg,2
application/vnd.ms-fontobject,2
video/f4f,2
image/bmp,2
text/vnd.wap.wml,1
text/x-c,1
application/x-troff-man,1
video/f4m,1
video/mp4,1
application/f4m+xml,1
