image/jpeg,176
image/png,100
text/html,39
application/javascript,31
image/gif,31
application/x-javascript,30
text/css,15
multipart/mixed,4
,3
image/svg+xml,3
text/xml,3
application/xml,3
application/x-unknown-content-type,2
application/x-shockwave-flash,2
text/plain,2
text/javascript,2
text/x-cross-domain-policy,1
text/x-js,1
