image/jpeg,5433
image/gif,2960
image/png,2391
text/javascript,2061
application/x-javascript,1948
text/html,1702
application/javascript,917
text/css,762
application/x-unknown-content-type,599
text/plain,446
application/x-shockwave-flash,358
font/woff,225
,175
text/xml,125
application/json,115
application/octet-stream,80
image/svg+xml,79
application/xml,49
image/jpg,41
text/x-cross-domain-policy,32
application/font-woff,26
application/x-font-woff,17
text/x-json,15
binary/octet-stream,13
application/x-amf,10
video/x-flv,9
application/x-font-ttf,6
video/abst,6
video/mp4,6
application/x-download,5
image/x-png,4
font/x-woff,4
video/webm,4
application/x-woff,4
application/unknown,4
application/js,3
image/bmp,3
application/vnd.ms-fontobject,2
image/tiff,1
application/x-www-form-urlencoded,1
multipart/mixed,1
application/x-amz-json-1.1,1
text/vnd.wap.wml,1
text/x-c,1
text/x-js,1
application/x-troff-man,1
video/f4m,1
video/f4f,1
